tweets,id,len,date,source,likes,retweets,polarity,subjectivity
"RT @DKShivakumar: Heartfelt tribute to the icon of Karnataka, Padma Bhushan Dr. Rajkumar on his Birth Anniversary.

We were blessed to have…",1120926643181146112,140,2019-04-24 05:45:12,Twitter for Android,0,110,0.0,1.0
RT @ANI: #WATCH: PM Narendra Modi and Akshay Kumar’s interaction at 7 Lok Kalyan Marg (LKM) in Delhi. https://t.co/5FodYsR4ZN,1120925513961234432,125,2019-04-24 05:40:42,Twitter for Android,0,1509,0.0,0.0
RT @LeoDiCaprio: Hollywood. 1969. #OnceUponATimeInHollywood https://t.co/1CRSiiQ643,1108253601648934915,83,2019-03-20 06:27:03,Twitter for Android,0,52676,0.0,0.0
Savage https://t.co/3viaAbvj5E,1105446380510703616,30,2019-03-12 12:32:09,Twitter for Android,0,0,0.0,0.0
"RT @elonmusk: Yeah, I lift a little … https://t.co/UAJdv8qSw1",1104925897704919040,61,2019-03-11 02:03:57,Twitter for Android,0,110337,-0.19,0.5
RT @LatvisLT: Zalgiris cheerleaders cast their support for PewDiePie during EuroLeague... https://t.co/LyV77KIluT #Lithuania https://t.co/5…,1099725196385226752,140,2019-02-24 17:38:13,Twitter for Android,0,7802,0.0,0.0
"RT @hd_kumaraswamy: Dear @timesnow, it is highly condemnable to misquote me on a such serious issue. You have not only misquoted, but also…",1098482194304065536,139,2019-02-21 07:18:58,Twitter for Android,0,2344,-0.04,0.68
@sandeepdhar10 @NEWS9TWEETS Happy 10 years @NEWS9TWEETS  A very proud moment indeed. Truly lucky to be part of a great team. #NEWS9Turns10,1094161765179375616,138,2019-02-09 09:11:08,Twitter for Android,26,14,0.73,0.9
"RT @sandeepdhar10: It's a matter of great pride that NEWS9 has completed 10 years. Personally, it has been a delightful journey where every…",1094113271764959232,140,2019-02-09 05:58:26,Twitter for Android,0,59,0.6,0.68
"RT @ANI: Goa CM Manohar Parrikar writes to Congress President Rahul Gandhi, writes ""I feel let down that you have used this visit for your…",1090682575503351808,139,2019-01-30 18:46:04,Twitter for Android,0,10753,-0.16,0.29
RT @SirJadeja: What kind of sick person uses illness of others to settle their political scores? #GetWellSoonRahul https://t.co/lU2BDLJPIf,1090681968226791424,138,2019-01-30 18:43:39,Twitter for Android,0,929,-0.04,0.62
RT @elonmusk: Awesome moose sculpture! ♥️🇳🇴 https://t.co/CegEEHL4wz,1090675388613869569,67,2019-01-30 18:17:31,Twitter for Android,0,6423,1.0,1.0
RT @elonmusk: Host meme review? https://t.co/k2SFtIUh1k,1090673946452770817,55,2019-01-30 18:11:47,Twitter for Android,0,135349,0.0,0.0
"RT @elonmusk: All we had back then was carpet &amp; a mariachi band. Now, SPACESHIP!! https://t.co/jYECRWMz5M",1090673873450946560,109,2019-01-30 18:11:29,Twitter for Android,0,24936,0.0,0.0
RT @NEWS9TWEETS: Thousands of women from across #Karnataka rally in #Bengaluru demanding a statewide liquor ban. Are you in favour of the p…,1090544276495187968,140,2019-01-30 09:36:31,Twitter for Android,0,24,0.0,0.0
"RT @TheTweetOfGod: Jesus saves, but @D_DeGea does it better.",1088849443959431169,60,2019-01-25 17:21:51,Twitter for Android,0,8272,0.5,0.5
"RT @TheTweetOfGod: HOW I MADE IT VS. HOW YOU SEE IT

Animals: Meat
Birds: Poultry
Fish: Sushi
Vegetables: Potato Chips
Fruit: Fanta® Blue R…",1088849387122417664,140,2019-01-25 17:21:38,Twitter for Android,0,8870,0.0,0.1
"RT @TheTweetOfGod: Atheists who mock Me as ""your imaginary friend"" are wrong. I'm not your friend.",1088848700300914688,98,2019-01-25 17:18:54,Twitter for Android,0,6552,-0.5,0.9
RT @TheTweetOfGod: My GPS sucks. https://t.co/CIpmXtsJIn,1088848633011744768,56,2019-01-25 17:18:38,Twitter for Android,0,17042,-0.3,0.3
@sandeepdhar10 A great loss indeed 🙏,1087300850643398662,36,2019-01-21 10:48:18,Twitter for Android,0,0,0.8,0.75
RT @inscriptionblr: How does modern technology like 3D scanning &amp; 3D printing help in preserving our valuable heritage? Take a look at how…,1083802794639806464,143,2019-01-11 19:08:16,Twitter for Android,0,19,0.2,0.3
RT @UNESCO: The local community of #Bengaluru has restored ancient stones dating back to 900 AD! This sparked an important initiative to te…,1083801373173473280,140,2019-01-11 19:02:38,Twitter for Android,0,93,0.13,0.33
"RT @rameshsrivats: Jeff &amp; MacKenzie Bezos.
Love was Kindled.
It was on Fire.
Marriage.
25 years in its Prime.
Now, divorce.
Sigh, Amazon Pa…",1083799560516919296,144,2019-01-11 18:55:25,Twitter for Android,0,1156,0.5,0.6
"RT @PIB_India: #Recap2018 #TheYearThatWas
Century with a difference: the boundary is beyond the sky. 
From the launch of 100th 🚀 satellite…",1083432679331119104,139,2019-01-10 18:37:34,Twitter for Android,0,202,0.0,0.0
RT @CaliaDomenico: Absolutely beautiful video created using still images taken by the Cassini spacecraft during its flyby of Jupiter and wh…,1081438555145031680,140,2019-01-05 06:33:38,Twitter for Android,0,44986,0.85,1.0
RT @elonmusk: There are no coincidences https://t.co/9AEbbuXZGn,1081438340811874304,63,2019-01-05 06:32:47,Twitter for Android,0,165802,0.0,0.0
"RT @nabs5: My cameraman &amp; I were attacked by 7 goons in bannerghatta for exposing illegal mining in ESZ. 3 arrested, yet DC says no mining…",1071041755028455425,143,2018-12-07 14:00:28,Twitter for Android,0,46,-0.5,0.5
@sandeepdhar10 @NEWS9TWEETS Great news!,1070568069318279168,39,2018-12-06 06:38:12,Twitter for Android,0,0,0.8,0.75
"RT @NASA: We're returning to the Moon, preparing to go beyond to Mars. We are going. We are NASA. https://t.co/y24AaicGRy",1067108422074589185,121,2018-11-26 17:30:48,Twitter for Android,0,23053,0.0,0.0
RT @rajinikanth: A wonderful human being ... my best friend ... I have lost you today and will miss you ... Rest In Peace #Ambrish,1066449947321524224,130,2018-11-24 21:54:15,Twitter for Android,0,6549,0.67,0.47
RT @TheRealStanLee: https://t.co/dTdDjRvXbs,1062088259994439681,43,2018-11-12 21:02:28,Twitter for Android,0,632445,0.0,0.0
RT @KMbappe: 🇫🇷👋🏽... https://t.co/NXIOgB71NH,1062087947321696256,44,2018-11-12 21:01:13,Twitter for Android,0,6734,0.0,0.0
"RT @elonmusk: Rest in peace, Stan Lee. The many worlds of imagination &amp; delight you created for humanity will last forever.",1062087748142518272,127,2018-11-12 21:00:26,Twitter for Android,0,86121,0.25,0.28
@pewdiepie This is epic,1058671737573801985,23,2018-11-03 10:46:26,Twitter for Android,0,0,0.1,0.4
RT @elonmusk: Had to been done ur welcome https://t.co/7jT0f9lqIS,1053394427471847424,65,2018-10-19 21:16:17,Twitter for Android,0,408254,0.8,0.9
RT @abhinandan1441: People who are trying to save organisers by saying that people ran towards train due to sudden outburst of crackers are…,1053375630811684864,140,2018-10-19 20:01:35,Twitter for Android,0,681,-0.06,0.44
RT @Raghu_Dixit: Here is my detailed response to the anonymous statement against me. I apologise for any wrong doing on my part and will do…,1052125167667671041,140,2018-10-16 09:12:42,Twitter for Android,0,190,-0.05,0.82
RT @NeymarFr_: Respect Neymar 👏  https://t.co/hof0ES6nOB,1036123705871671296,56,2018-09-02 05:28:36,Twitter for Android,0,15453,0.0,0.0
"RT @dp_satish: @hd_kumaraswamy stops car near Srinrangapatna, asks the small girl selling flowers to send her father to him. Says will send…",1035744829156802560,140,2018-09-01 04:23:05,Twitter for Android,0,51,-0.07,0.4
RT @IndiaToday: Karnataka: India Today captures a joint rescue operation by the personnel from Dogra regiment of Indian Army and Karnataka…,1030524189499961345,139,2018-08-17 18:38:07,Twitter for Android,0,54,0.0,0.0
RT @IndiaToday: Civil defence personnel from Bengaluru deployed for rescue operation in Kodagu district. They have so far rescued more than…,1030523449444364289,140,2018-08-17 18:35:11,Twitter for Android,0,32,0.3,0.75
"RT @IndiaToday: Houses submerge in water in Kushalnagar of Kodagu district of Karnataka due to the release of water from the Harangi dam.
#…",1030522995738140675,140,2018-08-17 18:33:23,Twitter for Android,0,15,-0.12,0.38
RT @SpaceX: Falcon 9 lands on the “Of Course I Still Love You” droneship and returns to port after delivering the Merah Putih satellite to…,1029982473701281793,139,2018-08-16 06:45:32,Twitter for Android,0,3634,0.5,0.6
RT @sagayrajp: Plight of people in #KeralaFloods. Houses completed submerged. https://t.co/Af4MXX82dU,1029981031011635200,101,2018-08-16 06:39:48,Twitter for Android,0,262,0.0,0.0
RT @ANI: Kodagu: Landslide at Jodupala road has disrupted traffic movement. The road connects Madikeri and Mangaluru. (Earlier visuals) #Ka…,1029809099364622337,140,2018-08-15 19:16:36,Twitter for Android,0,18,0.0,0.5
RT @ANI: Delhi: Latest visuals from India Gate and Rashtrapati Bhavan that have been illuminated in the colours of the Tiranga for #Indepen…,1029808922079711232,140,2018-08-15 19:15:54,Twitter for Android,0,51,0.5,0.9
RT @NEWS9TWEETS: NEWS9 exposes the toxic horror at lakes near #Jigani industrial area. Has government turned a blind eye towards the indust…,1028568952685846528,140,2018-08-12 09:08:42,Twitter for Android,0,12,-0.2,0.53
"RT @udaytharar: Just received this on WhatsApp. First day of #Ikea in #Hyderabad.

Conclusion: India's consumption story is very much intac…",1028151817056776193,140,2018-08-11 05:31:09,Twitter for Android,0,52,0.26,0.3
RT @prakashiyer: Spotted this morning on the conveyor belt at Hyderabad airport: lots of #Ikea cartons. All empty. Just announcing that the…,1028151441813319681,140,2018-08-11 05:29:40,Twitter for Android,0,885,-0.1,0.5
"RT @NEWS9TWEETS: Do you think post M Karunanidhi's demise the DMK house will remain united with @mkstalin?  

#MKarunanidhi #MKStalin #Karu…",1027477511167328256,140,2018-08-09 08:51:42,Twitter for Android,0,11,0.0,0.0
RT @IndiaToday: Bengaluru family which took the #KikiChallenge tells India Today how it can be done without compromising with the safety.…,1024723496528760832,138,2018-08-01 18:28:14,Twitter for Android,0,9,0.0,0.0
"RT @KicchaSudeep: KCC season2 to launch tmrw n Im excited to announce the participation of 6 international legends.
What a moment and what…",1023403707327754240,139,2018-07-29 03:03:52,Twitter for Android,0,518,0.19,0.38
RT @PSG_inside: #K7LIAN https://t.co/hsZKzJVW6W,1022708919876116481,47,2018-07-27 05:03:02,Twitter for Android,0,6315,0.0,0.0
RT @IndiaToday: Indiranagar residents vs DCP on Twitter. The DCP responded sarcastically to a Twitter complaint and residents are miffed wi…,1021019459027439616,140,2018-07-22 13:09:43,Twitter for Android,0,7,-0.3,0.2
"High drama at the parliament. @RahulGandhi hugs  @narendramodi and winks.
@INCIndia @BJP4India https://t.co/BzS8Y7L8TT",1020233650477051904,118,2018-07-20 09:07:11,Twitter for Android,1,0,0.16,0.54
RT @KMbappe: MY LOVE 💍 https://t.co/Ut72cZTLWU,1018578513681674242,46,2018-07-15 19:30:16,Twitter for Android,0,185159,0.5,0.6
RT @9GAG: Cristiano Ronaldo's fans today #Juventus https://t.co/Ph8VoNVtoy,1016734629955493888,74,2018-07-10 17:23:20,Twitter for Android,0,4214,0.0,0.0
RT @ANI: It is not a normal thing. We cannot celebrate it. It's against Hindutva. We should invest in medical research to see if it can be…,1016617236650496000,139,2018-07-10 09:36:51,Twitter for Android,0,296,-0.04,0.32
RT @Mickykh: It’s coming home!! 🏴󠁧󠁢󠁥󠁮󠁧󠁿🏴󠁧󠁢󠁥󠁮󠁧󠁿🏴󠁧󠁢󠁥󠁮󠁧󠁿 #engcol https://t.co/1Qgedm7zOo,1015309399978491904,85,2018-07-06 18:59:59,Twitter for Android,0,9728,0.0,0.0
RT @ICC: BREAKING: Rahul Dravid inducted into the #ICCHallofFame. https://t.co/2cvRtvI3if,1013815260812214272,89,2018-07-02 16:02:48,Twitter for Android,0,6466,0.0,0.0
RT @dp_satish: Hemavathi river in spate in Hassan district. Heaviest rain in Sakaleshapura. #Monsoon2018 https://t.co/KIJUoRupbm,1007320216181846019,128,2018-06-14 17:53:49,Twitter for Android,0,6,0.0,0.0
RT @dp_satish: Jog Falls is back to life! #Monsoon2018 . Picture - @AMavingundi https://t.co/hNqjuKpSXp,1007319819123941376,103,2018-06-14 17:52:14,Twitter for Android,0,15,0.0,0.0
RT @dp_satish: #Monsoon2018 arrives in Hampi. #Karnataka . Picture - Rachaiah Hampi. https://t.co/DU4Z5mKfgX,1007319698655105024,108,2018-06-14 17:51:45,Twitter for Android,0,378,0.0,0.0
RT @krishnabgowda: Expansion of Hebbal flyover work is carried out at a brisk pace by BDA. https://t.co/xDTNlfwOdP,1007319070205710336,114,2018-06-14 17:49:16,Twitter for Android,0,49,0.0,0.0
RT @CMofKarnataka: Chief Minister HD Kumaraswamy attended the Iftar dinner hosted by former Prime Minister HD Devegowda today at Bengaluru.…,1007317938293104641,140,2018-06-14 17:44:46,Twitter for Android,0,58,0.0,0.0
"RT @KarnatakaSNDMC: Forecast for the next 24hrs:  Widespread moderate to heavy rain very likely over Coastal Karnataka, Malnad &amp; adjoining…",1007317345642143744,143,2018-06-14 17:42:24,Twitter for Android,0,14,-0.05,0.55
"RT @DDNewsLive: The biggest football extravaganza, #FifaWorldCup2018 ⚽️ kicks off in #Moscow today; hosts #Russia 🇷🇺 will take on #SaudiAra…",1007249653018943488,140,2018-06-14 13:13:25,Twitter for Android,0,60,0.0,0.0
RT @nolanentreeo: https://t.co/UWGytQLt5n,1003912401815851008,41,2018-06-05 08:12:23,Twitter for Android,0,1,0.0,0.0
