tweets,id,len,date,source,likes,retweets,polarity,subjectivity
@BalgaFCB @JamesJukes2 shut up,1185416166124208128,30,2019-10-19 04:43:32,Twitter for Android,0,0,0.0,0.0
@BalgaFCB @JamesJukes2 disagree i follow alot football clubs etc,1185415895490945024,64,2019-10-19 04:42:28,Twitter for Android,0,0,0.0,0.0
@BalgaFCB @JamesJukes2 lOl,1185415654897278976,26,2019-10-19 04:41:30,Twitter for Android,0,0,0.8,0.7
@BalgaFCB @JamesJukes2 Im proud of that,1185415462177427456,39,2019-10-19 04:40:44,Twitter for Android,0,0,0.8,1.0
@BalgaFCB @JamesJukes2 Shut up Hungarian fraud,1185414663443566592,46,2019-10-19 04:37:34,Twitter for Android,0,0,0.0,0.0
@BalgaFCB @JamesJukes2 Ur a L,1185414204158889984,29,2019-10-19 04:35:44,Twitter for Android,0,0,0.0,0.0
@BalgaFCB @JamesJukes2 Work.,1185413897307734016,28,2019-10-19 04:34:31,Twitter for Android,0,0,0.0,0.0
@Wxrrxsxn Because they make the bread etc innthe night,1185413759109619712,54,2019-10-19 04:33:58,Twitter for Android,1,0,0.0,0.0
@BalgaFCB @JamesJukes2 Hahahahahaah ffs why are u awake tho,1185413648342310912,59,2019-10-19 04:33:32,Twitter for Android,0,0,0.0,0.0
@Wxrrxsxn bakery,1185413191263752192,16,2019-10-19 04:31:43,Twitter for Android,2,0,0.0,0.0
@BalgaFCB @JamesJukes2 Be nice,1185413061567504385,30,2019-10-19 04:31:12,Twitter for Android,0,0,0.6,1.0
@Wxrrxsxn I worked til 5 am,1185413009910439936,27,2019-10-19 04:31:00,Twitter for Android,1,0,0.0,0.0
@Wxrrxsxn and i havent slept yet,1185412940373118981,32,2019-10-19 04:30:43,Twitter for Android,0,0,0.0,0.0
@BalgaFCB @JamesJukes2 NOOOOOOOOOOOOOOO,1185412867849379840,39,2019-10-19 04:30:26,Twitter for Android,0,0,0.0,0.0
@Wxrrxsxn 630 am,1185412824434139136,16,2019-10-19 04:30:15,Twitter for Android,1,0,0.0,0.0
MY STRIKER IS THIRD AAAAAA THE BEST ITW https://t.co/i8QW4U6pxN,1185412695648026626,63,2019-10-19 04:29:45,Twitter for Android,10,1,0.5,0.15
@BalgaFCB @JamesJukes2 Just deactivate,1185412487530926080,38,2019-10-19 04:28:55,Twitter for Android,2,0,0.0,0.0
@Wxrrxsxn What time is it there,1185411800919166977,31,2019-10-19 04:26:11,Twitter for Android,1,0,0.0,0.0
@Wxrrxsxn Hi best friend from the other side of the fucking earth,1185408319378333696,65,2019-10-19 04:12:21,Twitter for Android,1,0,0.09,0.49
@Wxrrxsxn We are best friends,1185406890328674304,29,2019-10-19 04:06:41,Twitter for Android,2,0,1.0,0.3
"0

and
im
p
 r
  o
   u
    d
   o
  f
that https://t.co/LsK8UKS8vQ",1185405446636691461,67,2019-10-19 04:00:56,Twitter for Android,28,0,0.0,0.0
@FerrierFlair What is kean doing at bayern Lmaooooo,1185403793716006918,51,2019-10-19 03:54:22,Twitter for Android,0,0,0.0,0.0
@SwiftyStones dont care,1185403017086013440,23,2019-10-19 03:51:17,Twitter for Android,2,0,0.0,0.0
@2nestUtd @trudeO1982 @livcoldwell_ 😂😂😂😂😂😂😂😂😂😂😂😂,1185402946751811587,48,2019-10-19 03:51:00,Twitter for Android,0,0,0.0,0.0
@JamesJukes2 James i love you and i miss you,1185402477513990144,44,2019-10-19 03:49:09,Twitter for Android,4,0,0.5,0.6
@BassemElkhatee1 He humilated  Real Madrid in the final of the CL in 1920 e,1185402115503644675,75,2019-10-19 03:47:42,Twitter for Android,2,0,0.1,0.65
@BassemElkhatee1 He dif with Gerd Muller,1185401210108612608,40,2019-10-19 03:44:06,Twitter for Android,3,0,0.0,0.0
@Sporf Mr fucking Wembley,1185401096879128576,25,2019-10-19 03:43:39,Twitter for Android,0,0,-0.6,0.8
@BassemElkhatee1 Cruyff?,1185400831660691456,24,2019-10-19 03:42:36,Twitter for Android,2,0,0.0,0.0
@Luka_Leferink @BalgaFCB Jij bent wek speciaal,1185391734114660353,46,2019-10-19 03:06:27,Twitter for Android,1,0,0.0,0.0
@_ARP_SZN @BalgaFCB Mine,1185298051222720514,24,2019-10-18 20:54:11,Twitter for Android,1,0,0.0,0.0
@Wxrrxsxn @HeyesZak @livcoldwell_ For sure it will,1185297124579299329,50,2019-10-18 20:50:30,Twitter for Android,2,0,0.5,0.89
this was a question not a roast https://t.co/4vVPctjSdE,1185296971789164546,55,2019-10-18 20:49:54,Twitter for Android,1,0,0.0,0.0
@trxcymbr @Luka_Leferink I made that,1185288342990213120,36,2019-10-18 20:15:37,Twitter for Android,2,0,0.0,0.0
@BalgaFCB Idk and idc every follower is the same,1185248453670133766,48,2019-10-18 17:37:06,Twitter for Android,5,0,0.0,0.12
lewandowski scored 11. https://t.co/CRzBiDcBfZ,1185243446401028096,46,2019-10-18 17:17:13,TweetDeck,12,0,0.0,0.0
@BalgaFCB liar,1185239848992595968,14,2019-10-18 17:02:55,TweetDeck,0,0,0.0,0.0
@BalgaFCB You're a lewandowski FT account,1185239137856708611,41,2019-10-18 17:00:05,TweetDeck,2,0,0.0,0.0
@BalgaFCB u should change ur avi bro,1185238982650744835,36,2019-10-18 16:59:28,TweetDeck,3,0,0.0,0.0
@OJxTHFC3 Its banter lmaooooo,1185221158003720198,29,2019-10-18 15:48:39,TweetDeck,1,0,0.0,0.0
@NathRiksen @BalgaFCB What a stupid fuckinf argument,1185211821013323776,52,2019-10-18 15:11:32,Twitter for Android,6,0,-0.8,1.0
(did gnabry play as a LW vs spurs) https://t.co/WCdnCHp7M1,1185211726133895169,58,2019-10-18 15:11:10,Twitter for Android,29,2,0.0,0.0
@PacyHector Bayern players https://t.co/qa8mJehssb,1185162555083370496,50,2019-10-18 11:55:47,Twitter for Android,1,0,0.0,0.0
@BalgaFCB Can u guys stop hating ur own players pls,1185139840138072064,51,2019-10-18 10:25:31,Twitter for Android,2,0,0.6,1.0
@QualitySjob @MiaSanFamilyy @OJxTHFC3 Pfff imagine not following me,1185139665701163008,67,2019-10-18 10:24:49,Twitter for Android,0,0,0.0,0.1
@QualitySjob @MiaSanFamilyy @OJxTHFC3 Follow wortu,1185138289210060801,50,2019-10-18 10:19:21,Twitter for Android,0,0,0.0,0.0
@OJxTHFC3 Lewandowski saying polish my shoes,1185063663524290560,44,2019-10-18 05:22:49,Twitter for Android,35,0,0.0,0.0
@BalgaFCB She has like a ton of make up lmaooo,1184930984774590467,46,2019-10-17 20:35:36,Twitter for Android,2,0,0.0,0.0
@BrookiePuig Lmaoooooo,1184930728028585984,22,2019-10-17 20:34:35,Twitter for Android,2,0,0.0,0.0
"@torrecri1 @Castro1021 playerpicks were navas, duffy, pjanic, gundogan and a bad thing",1184916724367446017,86,2019-10-17 19:38:56,TweetDeck,2,0,-0.7,0.67
@thfcmahfuz Probably the best GK ever. Manuel Neuer.,1184897836925751304,52,2019-10-17 18:23:53,TweetDeck,13,0,1.0,0.3
@NetflixNL Dus. Wanneer komt nieuwe seizoen van The Blacklist?,1184895374487629825,62,2019-10-17 18:14:06,TweetDeck,0,0,0.0,0.0
@ndombele_szn @TidyTuanzebe Congrats bro! Sorry that i didnt followed u back when u started following me lol,1184893940207685632,108,2019-10-17 18:08:24,TweetDeck,3,0,0.08,0.45
@BrookiePuig just dont tweet a picture of u wearing that ffs,1184887811574587393,60,2019-10-17 17:44:03,TweetDeck,3,0,0.0,0.0
@BrookiePuig behave,1184887457030070274,19,2019-10-17 17:42:38,TweetDeck,4,0,0.0,0.0
"the ''gaffer''

losing

two fucking seven

in his own stadium

arsenal flop gnabry scored 4 goals https://t.co/frJueVHgiz",1184858587732025345,121,2019-10-17 15:47:55,TweetDeck,7,0,0.0,0.9
@angiexxunited98 Oh for real?,1184821631841161216,29,2019-10-17 13:21:04,TweetDeck,1,0,0.2,0.3
@angiexxunited98 U should support Bayern instead of relegation club manchester united,1184811425941864449,85,2019-10-17 12:40:31,Twitter for Android,1,0,0.0,0.0
WHAT IS THIS HAHAHAHAHAHA https://t.co/nvObtIXJrm,1184801908004921344,49,2019-10-17 12:02:42,Twitter for Android,2,0,0.0,0.0
@angiexxunited98 Girl,1184801772621180929,21,2019-10-17 12:02:09,Twitter for Android,2,0,0.0,0.0
I think they hate me for calling them obsessed with Bayern Munich https://t.co/3Vc3UhvUAM,1184798279843962880,89,2019-10-17 11:48:17,Twitter for Android,6,0,-0.65,0.95
fucking frauds https://t.co/3Vc3UhvUAM,1184571688626864128,38,2019-10-16 20:47:53,Twitter for Android,17,0,-0.6,0.8
@bayer04_en @_ARP_SZN https://t.co/FsjCCkZZxC,1184564756767744006,45,2019-10-16 20:20:20,Twitter for Android,10,0,0.0,0.0
"RT @bayer04_en: Fine, RT this and we’ll go through and try to hit the follow back button on as many as we can 👀",1184564600592711680,111,2019-10-16 20:19:43,Twitter for Android,0,3559,0.31,0.33
@SxrgioSzn Ok i read this shit wrong,1184564269674893314,36,2019-10-16 20:18:24,Twitter for Android,0,0,-0.07,0.73
"@SxrgioSzn van dijk
2-7
Lukaku
Aub
Kante
Hummels
Lewandowski 
Oblak
Messi
KDB
Mbappe",1184564168797708289,84,2019-10-16 20:18:00,Twitter for Android,2,0,0.0,0.0
RT @Wxrrxsxn: SoZ bUt ImAgInE tHiNkInG i’M aNyThInG lEsS tHaN a 2/10 xX https://t.co/pJUSciDU5i https://t.co/zURvtg1nOL,1184563485197426688,119,2019-10-16 20:15:17,Twitter for Android,0,1085,-0.17,0.07
@BalgaFCB Jezus fuck congrats bb,1184559946291130369,32,2019-10-16 20:01:13,Twitter for Android,3,0,-0.4,0.6
@Luka_Leferink @DerKaiserWerner I dont hate Luka. He is my best friend for ever,1184546933001674753,79,2019-10-16 19:09:31,TweetDeck,1,0,0.1,0.6
@Luka_Leferink Woooooooooooooooooooooooooow,1184545718498971650,43,2019-10-16 19:04:41,TweetDeck,0,0,0.0,0.0
@Luka_Leferink nicht ?!,1184545481973796864,23,2019-10-16 19:03:45,TweetDeck,0,0,0.0,0.0
@Luka_Leferink Zuig mijn hollandse ballen klote vent,1184545228067397633,52,2019-10-16 19:02:44,TweetDeck,0,0,0.0,0.0
@NeuerSZN THE NETHERLANDS VAMOSSSSSSS,1184540050232610816,37,2019-10-16 18:42:10,Twitter for Android,5,0,0.0,0.0
I LOOOOVE.PLAYER.PICKS https://t.co/18kXVYPDAI,1184532954434936832,46,2019-10-16 18:13:58,Twitter for Android,22,1,0.0,0.0
@BalgaFCB what a mess bro,1184492184067809280,25,2019-10-16 15:31:58,Twitter for Android,1,0,-0.17,0.17
@Wxrrxsxn 😂😂😂😂😂😂😂😂😂😂,1184491473766625280,20,2019-10-16 15:29:08,Twitter for Android,1,0,0.0,0.0
@PogSznn @livcoldwell_ https://t.co/X1713odx6U,1184491236218068992,46,2019-10-16 15:28:12,Twitter for Android,0,0,0.0,0.0
@PogSznn @livcoldwell_ Bounce muppet,1184490271947612161,36,2019-10-16 15:24:22,Twitter for Android,0,0,0.0,0.0
@ComanProdigy That's a tough one. but i think Messi FT,1184473698742472707,54,2019-10-16 14:18:30,TweetDeck,7,0,-0.39,0.83
@Markodonia Dont oh me,1184468391953883136,22,2019-10-16 13:57:25,TweetDeck,0,0,0.0,0.0
@Markodonia i wont shag you,1184466864220577792,27,2019-10-16 13:51:21,TweetDeck,0,0,0.0,0.0
lmaooooooooooooooooooooo https://t.co/lCA1wAgUgc,1184466788106588160,48,2019-10-16 13:51:03,TweetDeck,1,0,0.0,0.0
