tweets,id,len,date,source,likes,retweets,polarity,subjectivity
@MarkodoniaFT @philiptayo25 @iMiaSanMia @kessler_philipp I dont know but its ridiculous to look more into it. Maybe… https://t.co/T4WtrjMhkw,1185269552252444674,140,2019-10-18 19:00:57,Twitter for iPhone,0,0,0.08,0.75
@MarkodoniaFT @philiptayo25 @iMiaSanMia @kessler_philipp Its better than leaving the country when you have team res… https://t.co/1OKxK2UIzO,1185268880949874688,140,2019-10-18 18:58:17,Twitter for iPhone,0,0,0.5,0.5
https://t.co/f33IjfZ6sn https://t.co/TZ1h4VhvVm,1185265709426892800,47,2019-10-18 18:45:40,Twitter Web App,10,0,0.0,0.0
"@philiptayo25 @iMiaSanMia @kessler_philipp its not because he went to paris, TO VACATE, while he knew when he had t… https://t.co/CKLGXTHBPq",1185265466840879105,140,2019-10-18 18:44:43,Twitter Web App,1,0,0.0,0.0
@OttlSZN ahhhh immense W YOU ABSOLUTELY LOVE TO SEE IT,1185262038316212227,54,2019-10-18 18:31:05,Twitter Web App,4,0,0.25,0.8
@Markodonia I killed it,1185248685673893888,23,2019-10-18 17:38:02,Twitter for iPhone,2,0,-0.2,0.0
@BRAZZORZ No its fine coz guardiola calls them the n word and they obey,1185247766181765120,71,2019-10-18 17:34:22,Twitter for iPhone,2,0,0.42,0.5
ΚΑΥΛΩΣΕ ΜΑΣ ΠΡΟΕΔΡΑ https://t.co/NQtOgK9tuK,1185245234088812544,43,2019-10-18 17:24:19,Twitter for iPhone,5,0,0.0,0.0
Me when konate kimbepe or matuidi lose the ball or when gnabry and coman miss a chance https://t.co/5vNuuLlR3c,1185244773898215425,110,2019-10-18 17:22:29,Twitter for iPhone,13,0,0.0,0.0
W imo https://t.co/rH7aUlRl0g,1185244053581041664,29,2019-10-18 17:19:37,Twitter for iPhone,11,0,0.0,0.0
@CanadianRom @F_Edits Lmao try get him otherwise @Lewy_FCBM might know something idk or @LeoulPrince,1185243451870318592,100,2019-10-18 17:17:14,Twitter for iPhone,3,0,0.6,1.0
@CanadianRom @F_Edits,1185242766089117697,21,2019-10-18 17:14:30,Twitter for iPhone,0,0,0.0,0.0
@Luka_Leferink @this_vid,1185242244133085184,24,2019-10-18 17:12:26,Twitter for iPhone,0,0,0.0,0.0
"@MiaSanFamilyy She aint even that pretty looks like a mouse, just got expensive glow up people. Classic british slag with no class",1185241136429981696,130,2019-10-18 17:08:02,Twitter for iPhone,1,0,-0.02,0.47
@vintagehleb2 @DrJaninaRamirez @this_vid,1185240878828478466,40,2019-10-18 17:07:00,Twitter for iPhone,0,0,0.0,0.0
Inloveismus https://t.co/JbLtznj0OZ,1185240771689111553,35,2019-10-18 17:06:35,Twitter for iPhone,6,0,0.0,0.0
@mannnhe @Xavipistachio_ Not enough funds,1185239409089830912,41,2019-10-18 17:01:10,Twitter for iPhone,2,0,0.0,0.5
12 https://t.co/44COBD9yhl,1185238300015116291,26,2019-10-18 16:56:46,Twitter for iPhone,11,1,0.0,0.0
@Slimesteiger bro what type of work you in I forgot. also manager sounds like Michael scott,1185235968594460672,91,2019-10-18 16:47:30,Twitter Web App,3,0,0.0,0.0
youd probably let him have a go at your wife too you weirdo https://t.co/dhymSjR71B,1185235145013506051,83,2019-10-18 16:44:13,Twitter Web App,18,0,0.0,0.0
"MULLERISMO HALLOWEEN DISGUISED AS A USELESS PLAYER. 

YOU LOVE TO SEE IT. https://t.co/nAb50BG7Jk",1185234932588843013,97,2019-10-18 16:43:23,Twitter Web App,7,0,0.0,0.4
report this and the comments below he is literally encouraging child-adult marriage and the sexualization of childr… https://t.co/GW520W3DRv,1185228128504995840,140,2019-10-18 16:16:20,Twitter Web App,9,0,0.1,0.3
@BalgaFCB @KierMarkham BALGISMUS WWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWW,1185226451039281154,71,2019-10-18 16:09:41,Twitter Web App,1,0,0.0,0.0
Emma Roberts is 28 and is probably gonna get married soon and ill never meet her https://t.co/IO2cKwERG2,1185224919879180288,104,2019-10-18 16:03:35,Twitter Web App,24,0,-0.12,0.62
when my youtube and celebrity crushes all have boyfriends. https://t.co/ArIhWkvJNq,1185223706567675909,82,2019-10-18 15:58:46,Twitter Web App,9,1,0.0,0.0
@BalgaFCB @Luka_Leferink nothin im jealous,1185222300578308097,42,2019-10-18 15:53:11,Twitter Web App,1,0,0.0,0.0
We stan Emma Roberts from now on,1185221298605166594,32,2019-10-18 15:49:12,Twitter Web App,5,0,0.0,0.0
@Luka_Leferink that means he probably bussin nuts since 12 yo,1185220773016932352,61,2019-10-18 15:47:07,Twitter Web App,0,0,0.0,0.0
@kaylasheagg Dads are autistic when trying to teach ffs,1185196659208269824,55,2019-10-18 14:11:18,Twitter for iPhone,1,0,-0.2,0.2
