tweets,id,len,date,source,likes,retweets,polarity,subjectivity
Have a test with Revolut tomorrow. If it goes well interview for a job 🤘🏻🤘🏻🤘🏻🤘🏻wish me luck boys,1185395645114454018,96,2019-10-19 03:22:00,Twitter for iPhone,22,0,0.0,0.0
@Battenburg15 @miknibor818 Ah sorry misread it. 🤝🤝🤝,1185395529582284800,51,2019-10-19 03:21:32,Twitter for iPhone,1,0,-0.5,1.0
"RT @heriberto_sif: “Babe my phone’s about to turn off but I’m with my friend, her bf and some of his friends, I’ll text you when I get home…",1185394698426486784,140,2019-10-19 03:18:14,Twitter for iPhone,0,16885,0.0,0.0
"@Battenburg15 @miknibor818 Well he literally got injured, james played, and the moment he started playing we scored… https://t.co/hdp6TFn8cL",1185374740984279040,140,2019-10-19 01:58:56,Twitter for iPhone,0,0,0.0,0.0
@CuiSauce Yes sir 💉💉💉💉😤😤,1185371789314220034,24,2019-10-19 01:47:12,Twitter for iPhone,1,0,0.0,0.0
@BRAZZORZ Living alone is a w can confirm,1185358948834119680,41,2019-10-19 00:56:10,Twitter for iPhone,3,0,0.0,0.0
@HODGSON_1 LMAO I DIDNT SEE MESSI YEEEEEET RETARD SAUCE ON SPILL,1185358868462915584,64,2019-10-19 00:55:51,Twitter for iPhone,0,0,-0.15,1.0
@Gnabrynho @Markodonia hey mr agent ISSA JOKE pls,1185350844247609345,49,2019-10-19 00:23:58,Twitter Web App,0,0,0.0,0.0
"@Gnabrynho @Markodonia ripe age bro, we boutta meet up im horny",1185349550615257088,63,2019-10-19 00:18:50,Twitter Web App,0,0,0.0,0.0
"@DastanZayn nah its like mukbangs and 20 year old girls talking about ""a week in my college"" ""a week in my life"" and shit",1185346507802906625,121,2019-10-19 00:06:44,Twitter Web App,2,0,-0.05,0.5
if you saw my youtube history youd think im a 15 year old girl,1185346175328817152,62,2019-10-19 00:05:25,Twitter Web App,11,0,0.1,0.2
John Locke was so far ahead of his time. jesus the man was a genius.,1185345811359645696,68,2019-10-19 00:03:58,Twitter Web App,3,0,0.1,1.0
"RT @neiltyson: We are prisoners of the present, in perpetual transition from an inaccessible past to an unknowable future.",1185344367004962817,122,2019-10-18 23:58:14,Twitter for iPhone,0,16756,-0.08,0.12
Christ imagine a girl asks you to use this https://t.co/Y0lQYQM84A,1185344151690338305,66,2019-10-18 23:57:23,Twitter for iPhone,21,1,0.0,0.0
Imagine resorting to whoring on ft to get some sense of satisfaction/cover ya insecurities jeeez thats a low point https://t.co/dtxqcXd429,1185343960794972160,138,2019-10-18 23:56:37,Twitter for iPhone,8,1,0.0,0.3
"@MullerSZN1 Eriksen untradeable, when the cash comes in its gonna be gucci. Don up front",1185327490480459776,88,2019-10-18 22:51:10,Twitter for iPhone,1,0,0.0,0.0
@Bruvarian https://t.co/5MAmAyPuPn,1185327297290817536,34,2019-10-18 22:50:24,Twitter for iPhone,1,0,0.0,0.0
@Luka_Leferink Whole team gone,1185326630442541057,30,2019-10-18 22:47:45,Twitter for iPhone,0,0,0.2,0.4
@UtdTJ Do a top 5 so messi is 4th in assists too lmao,1185324795115778051,53,2019-10-18 22:40:28,Twitter for iPhone,1,0,0.55,0.75
RT @UtdSxb: Imagine twerking for 14 year old virgins lmao https://t.co/cioS3uqdKm,1185323644165218306,81,2019-10-18 22:35:53,Twitter for iPhone,0,2,0.35,0.6
"RT @ComanProdigy: felt cute, might fine some black players later https://t.co/EC467NAtot",1185323056161533952,88,2019-10-18 22:33:33,Twitter for iPhone,0,4,0.19,0.48
RT @Roro89F: Niko Kovač a travaillé principalement sur des attaques par l'intermédiaire du centre et Coutinho a été le fournisseur de Lewan…,1185323011043418113,140,2019-10-18 22:33:22,Twitter for iPhone,0,2,0.0,0.0
Ah yes of course. 30k watch as if he couldnt buy 10 of those every week https://t.co/KnbVkeYjfU,1185322203870646273,95,2019-10-18 22:30:10,Twitter for iPhone,7,0,0.0,0.0
RT @WayneRooney: Me and Joe hart having a few beers. Oooossssshhhhh,1185321870964482050,67,2019-10-18 22:28:50,Twitter for iPhone,0,10714,-0.2,0.1
@toyintx Yes king 😤😤🤝,1185321632820322304,21,2019-10-18 22:27:54,Twitter for iPhone,1,0,0.0,0.0
@LondonBlues31 @MaxZein Lmao max no alcohol or cigs?? How tf does it add to 70,1185321460438622208,78,2019-10-18 22:27:13,Twitter for iPhone,1,0,0.6,1.0
@xotoxiic Damn thats how i wake up erdayyyy,1185311366044893186,43,2019-10-18 21:47:06,Twitter for iPhone,1,0,0.0,0.0
@Markodonia U 18?,1185311132170510338,17,2019-10-18 21:46:10,Twitter for iPhone,1,0,0.0,0.0
RT @Giroudesque7i: There’s a rapper called ‘NBA Youngboy’ uno. That’s like me being a rapper and calling myself ‘Barclays Premiership Young…,1185311081293586434,140,2019-10-18 21:45:58,Twitter for iPhone,0,109,0.1,0.4
RT @tyIerzilla: you have officially left the safe space https://t.co/KKg4ZwO1BP,1185311030408335360,79,2019-10-18 21:45:46,Twitter for iPhone,0,15610,0.25,0.25
RT @Giroudesque7i: Skengjaer ending Liverpool’s title challenge on Sunday? https://t.co/kGsHbVhbdI,1185306482679668736,98,2019-10-18 21:27:42,Twitter for iPhone,0,7,0.0,0.0
@hopie234 r/whooooooshhhhhhh,1185306301422809094,28,2019-10-18 21:26:58,Twitter for iPhone,0,0,0.0,0.0
RT @wroetoshaw: 😭😭😭😭😭😭 https://t.co/27An8ffhSh,1185284625448476673,46,2019-10-18 20:00:50,Twitter Web App,0,1206,0.0,0.0
@ThiagoTactics Iam. I order. Healthy tho. Chicken wrap and broccoli. Some fries which i wont eat all so less cals than the pasta,1185278243726856192,128,2019-10-18 19:35:29,Twitter for iPhone,0,0,-0.09,0.51
@MarkodoniaFT @philiptayo25 @iMiaSanMia @kessler_philipp I guess we wait and see,1185277517902598144,80,2019-10-18 19:32:36,Twitter for iPhone,0,0,0.0,0.0
@cumberIey Dating a bitch who weighs more than 130 pounds is cool until yall sleeping and she rolls over you like a… https://t.co/eg3Hc84qt8,1185275147739189248,140,2019-10-18 19:23:11,Twitter for iPhone,0,0,0.42,0.57
@MarkodoniaFT @philiptayo25 @iMiaSanMia @kessler_philipp We learnt about it,1185274901147635713,75,2019-10-18 19:22:12,Twitter for iPhone,0,0,0.0,0.0
Should i order again and be a nasty boy or do i make pasta with red sauce,1185272586621640708,73,2019-10-18 19:13:00,Twitter for iPhone,8,0,-0.5,0.5
@MarkodoniaFT @philiptayo25 @iMiaSanMia @kessler_philipp the being in the city part is clear because they wouldn't… https://t.co/C8ufmqP6nP,1185270596717940738,139,2019-10-18 19:05:06,Twitter Web App,0,0,0.1,0.38
@MarkodoniaFT @philiptayo25 @iMiaSanMia @kessler_philipp I dont know but its ridiculous to look more into it. Maybe… https://t.co/T4WtrjMhkw,1185269552252444674,140,2019-10-18 19:00:57,Twitter for iPhone,0,0,0.08,0.75
@MarkodoniaFT @philiptayo25 @iMiaSanMia @kessler_philipp Its better than leaving the country when you have team res… https://t.co/1OKxK2UIzO,1185268880949874688,140,2019-10-18 18:58:17,Twitter for iPhone,0,0,0.5,0.5
RT @goodbeanalt: heyyy queen I saw your tweet about how men are trash and I just wanted to let you know that I agree. although I myself am…,1185266197014745090,139,2019-10-18 18:47:37,Twitter Web App,0,10851,0.0,0.0
https://t.co/f33IjfZ6sn https://t.co/TZ1h4VhvVm,1185265709426892800,47,2019-10-18 18:45:40,Twitter Web App,10,0,0.0,0.0
"@philiptayo25 @iMiaSanMia @kessler_philipp its not because he went to paris, TO VACATE, while he knew when he had t… https://t.co/CKLGXTHBPq",1185265466840879105,140,2019-10-18 18:44:43,Twitter Web App,1,0,0.0,0.0
RT @OttlSZN: A few nations of the world ranked. 100% right. HTH. https://t.co/4UC2KRzLBk,1185265075449413632,88,2019-10-18 18:43:09,Twitter Web App,0,2,0.04,0.32
@OttlSZN ahhhh immense W YOU ABSOLUTELY LOVE TO SEE IT,1185262038316212227,54,2019-10-18 18:31:05,Twitter Web App,4,0,0.25,0.8
@Markodonia I killed it,1185248685673893888,23,2019-10-18 17:38:02,Twitter for iPhone,2,0,-0.2,0.0
@BRAZZORZ No its fine coz guardiola calls them the n word and they obey,1185247766181765120,71,2019-10-18 17:34:22,Twitter for iPhone,2,0,0.42,0.5
RT @_xpete1x1: Is this the hood version of “stop i could've dropped my croissant “ 😭 https://t.co/Jqnjetau9Y,1185247537869021184,108,2019-10-18 17:33:28,Twitter for iPhone,0,49990,0.0,0.0
ΚΑΥΛΩΣΕ ΜΑΣ ΠΡΟΕΔΡΑ https://t.co/NQtOgK9tuK,1185245234088812544,43,2019-10-18 17:24:19,Twitter for iPhone,5,0,0.0,0.0
Me when konate kimbepe or matuidi lose the ball or when gnabry and coman miss a chance https://t.co/5vNuuLlR3c,1185244773898215425,110,2019-10-18 17:22:29,Twitter for iPhone,13,0,0.0,0.0
W imo https://t.co/rH7aUlRl0g,1185244053581041664,29,2019-10-18 17:19:37,Twitter for iPhone,11,0,0.0,0.0
@CanadianRom @F_Edits Lmao try get him otherwise @Lewy_FCBM might know something idk or @LeoulPrince,1185243451870318592,100,2019-10-18 17:17:14,Twitter for iPhone,3,0,0.6,1.0
@CanadianRom @F_Edits,1185242766089117697,21,2019-10-18 17:14:30,Twitter for iPhone,0,0,0.0,0.0
@Luka_Leferink @this_vid,1185242244133085184,24,2019-10-18 17:12:26,Twitter for iPhone,0,0,0.0,0.0
"@MiaSanFamilyy She aint even that pretty looks like a mouse, just got expensive glow up people. Classic british slag with no class",1185241136429981696,130,2019-10-18 17:08:02,Twitter for iPhone,1,0,-0.02,0.47
@vintagehleb2 @DrJaninaRamirez @this_vid,1185240878828478466,40,2019-10-18 17:07:00,Twitter for iPhone,0,0,0.0,0.0
Inloveismus https://t.co/JbLtznj0OZ,1185240771689111553,35,2019-10-18 17:06:35,Twitter for iPhone,6,0,0.0,0.0
RT @CursedFootball: https://t.co/2p11z1h4JX,1185239693685907456,43,2019-10-18 17:02:18,Twitter for iPhone,0,113,0.0,0.0
"RT @ComanProdigy: can’t wait for kovacball on saturday. Thiago being dispossessed and his sideways passes, Kimmich in midfield. Cross and i…",1185239535413792773,140,2019-10-18 17:01:40,Twitter for iPhone,0,2,-0.05,0.05
@mannnhe @Xavipistachio_ Not enough funds,1185239409089830912,41,2019-10-18 17:01:10,Twitter for iPhone,2,0,0.0,0.5
RT @spacecadet0697: Everyone watching the footage from Canning Town this morning. #ExtinctionRebellion https://t.co/klVcnF4yQK,1185239116205756416,126,2019-10-18 17:00:00,Twitter for iPhone,0,5805,0.0,0.0
"RT @30SECVlDEOS: I’ve seen this video 100 times already and still laugh every time I see it 

 https://t.co/XVkfvvdzQ3",1185238979379171329,118,2019-10-18 16:59:28,Twitter for iPhone,0,85760,0.3,0.1
RT @30SECVlDEOS: This should have ended racism https://t.co/u6NbTCGKJA,1185238457599352832,70,2019-10-18 16:57:23,Twitter for iPhone,0,84182,0.0,0.0
12 https://t.co/44COBD9yhl,1185238300015116291,26,2019-10-18 16:56:46,Twitter for iPhone,11,1,0.0,0.0
RT @KhalidBrahh: Wallahi would’ve paid an immense amount of money to see that train start moving https://t.co/HtKlvcS2GI,1185237871885717504,120,2019-10-18 16:55:03,Twitter for iPhone,0,1,0.0,1.0
RT @arpinedk_rg: remember when turkish people said “we never committed genocide but we will do it again” cuz they’re doing it again,1185237329071484933,131,2019-10-18 16:52:54,Twitter for iPhone,0,125,0.0,0.0
RT @tweetsauce: amazing https://t.co/C9nSGZXGzo,1185236923427835905,47,2019-10-18 16:51:17,Twitter for iPhone,0,3166,0.6,0.9
RT @Carolinas_94: Yall peep the nigga in da back 😂😂 https://t.co/4LqqYYtZ17,1185236435248517120,75,2019-10-18 16:49:21,Twitter for iPhone,0,17597,0.0,0.0
@Slimesteiger bro what type of work you in I forgot. also manager sounds like Michael scott,1185235968594460672,91,2019-10-18 16:47:30,Twitter Web App,3,0,0.0,0.0
youd probably let him have a go at your wife too you weirdo https://t.co/dhymSjR71B,1185235145013506051,83,2019-10-18 16:44:13,Twitter Web App,18,0,0.0,0.0
"MULLERISMO HALLOWEEN DISGUISED AS A USELESS PLAYER. 

YOU LOVE TO SEE IT. https://t.co/nAb50BG7Jk",1185234932588843013,97,2019-10-18 16:43:23,Twitter Web App,7,0,0.0,0.4
report this and the comments below he is literally encouraging child-adult marriage and the sexualization of childr… https://t.co/GW520W3DRv,1185228128504995840,140,2019-10-18 16:16:20,Twitter Web App,9,0,0.1,0.3
@BalgaFCB @KierMarkham BALGISMUS WWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWW,1185226451039281154,71,2019-10-18 16:09:41,Twitter Web App,1,0,0.0,0.0
Emma Roberts is 28 and is probably gonna get married soon and ill never meet her https://t.co/IO2cKwERG2,1185224919879180288,104,2019-10-18 16:03:35,Twitter Web App,24,0,-0.12,0.62
"RT @Bathrobe_dwane: A message to @Asmongold [NSFW] , sorry it has come to this https://t.co/Yz4aSv450S",1185224155442089986,102,2019-10-18 16:00:33,Twitter Web App,0,438,-0.5,1.0
"RT @FlagsMashupBot: Niger (🇳🇪)
+
Isle of Man (🇮🇲)
=
Isle of Niger: https://t.co/l6doq8fxb1",1185223751484542977,90,2019-10-18 15:58:57,Twitter Web App,0,855,0.0,0.0
when my youtube and celebrity crushes all have boyfriends. https://t.co/ArIhWkvJNq,1185223706567675909,82,2019-10-18 15:58:46,Twitter Web App,9,1,0.0,0.0
@BalgaFCB @Luka_Leferink nothin im jealous,1185222300578308097,42,2019-10-18 15:53:11,Twitter Web App,1,0,0.0,0.0
We stan Emma Roberts from now on,1185221298605166594,32,2019-10-18 15:49:12,Twitter Web App,5,0,0.0,0.0
RT @mike_rl9: no green link? https://t.co/7eUIaVtKHV,1185221049383866368,52,2019-10-18 15:48:13,Twitter Web App,0,134,0.1,0.3
RT @MaxPowaah: @james_monteithh @utdreport https://t.co/Mq42WWWb78,1185220938838753280,66,2019-10-18 15:47:46,Twitter Web App,0,28,0.0,0.0
@Luka_Leferink that means he probably bussin nuts since 12 yo,1185220773016932352,61,2019-10-18 15:47:07,Twitter Web App,0,0,0.0,0.0
@kaylasheagg Dads are autistic when trying to teach ffs,1185196659208269824,55,2019-10-18 14:11:18,Twitter for iPhone,1,0,-0.2,0.2
