tweets,id,len,date,source,likes,retweets,polarity,subjectivity
"@Siva_emany @SaturdayOnCouch @grantdesmidt @SebC__ “At that point, it’s counter-productive to force them to go agai… https://t.co/qbOUK4N54f",1185507749364486144,140,2019-10-19 10:47:27,Twitter for iPhone,1,0,0.0,0.0
@rramesss Thanks!,1185503472147423232,17,2019-10-19 10:30:28,Twitter for iPhone,1,0,0.2,0.2
"@KariukiMachine @xzouv @wilgh0st @cayliebabyy @faith_jackson13 @drownednsadness No, the issue is smug people thinki… https://t.co/BI1UAoAbdP",1185342910977445889,140,2019-10-18 23:52:27,Twitter for iPhone,0,0,0.0,0.0
@ManuelVeth Dumb question probably but what is a discovery list?,1185335953679884291,64,2019-10-18 23:24:48,Twitter for iPhone,1,0,-0.38,0.5
"@xzouv @wilgh0st @cayliebabyy @faith_jackson13 @drownednsadness I would’ve, if she just had admitted it but instead… https://t.co/wvBIVfmb3B",1185331364096290816,140,2019-10-18 23:06:34,Twitter for iPhone,0,0,0.0,0.0
@RuiAFerreir4 @ScoutedFtbl @joaofelix70 Portuguese*,1185326724214644736,51,2019-10-18 22:48:08,Twitter for iPhone,2,0,0.0,0.0
@RuiAFerreir4 @ScoutedFtbl @joaofelix70 Wait does the Portugal media really say that?,1185326040379461634,85,2019-10-18 22:45:24,Twitter for iPhone,2,0,0.2,0.2
"@0utspokenexprt Thanks.  
Makes sense. Hazard went through the Hecking school who lets his team defend deep as well… https://t.co/tAES3sLgaK",1185321296672022528,140,2019-10-18 22:26:33,Twitter for iPhone,2,0,0.1,0.3
@0utspokenexprt @AlSaeef_WillyEm a bit emotional,1185320824892469254,48,2019-10-18 22:24:41,Twitter for iPhone,0,0,0.0,0.65
"@0utspokenexprt @AlSaeef_WillyEm No, a couple of weeks ago you said that the games against Dortmund will be easy 6… https://t.co/Q7BqoIYJMJ",1185320766029611008,139,2019-10-18 22:24:27,Twitter for iPhone,0,0,0.43,0.83
@0utspokenexprt Don’t you think that IF there was a player there the Dortmund would tuck in? In the pic there’s no need for that,1185318989100134401,128,2019-10-18 22:17:23,Twitter for iPhone,0,0,0.0,0.0
@LightsOut_3 @faith_jackson13 @brecheron @drownednsadness A rectangle is a four-sided shape whose corners are all n… https://t.co/5isHIZrNJh,1185317953555828738,140,2019-10-18 22:13:16,Twitter for iPhone,0,0,0.0,0.0
@LightsOut_3 @faith_jackson13 @brecheron @drownednsadness Here’s the mathematical definition: all of these criteria… https://t.co/HSRuqsoZ3C,1185317677226704897,140,2019-10-18 22:12:11,Twitter for iPhone,0,0,0.0,0.0
"@LightsOut_3 @faith_jackson13 @brecheron @drownednsadness a rectangle*
We always use the word apple to describe the… https://t.co/zbqvaWPgdi",1185317118839005184,140,2019-10-18 22:09:57,Twitter for iPhone,0,0,0.0,0.0
@LightsOut_3 @faith_jackson13 @brecheron @drownednsadness It’s how we use the word rectangle and obviously we use t… https://t.co/TCIU37bJTv,1185316793352675328,140,2019-10-18 22:08:40,Twitter for iPhone,0,0,0.0,0.5
@LightsOut_3 @faith_jackson13 @brecheron @drownednsadness especially =/= necessarily. Btw that’s not a mathematical definition,1185316284126380034,126,2019-10-18 22:06:38,Twitter for iPhone,0,0,0.0,0.5
"@Adroit_Cadet @utdarena As the saying goes, Rome wasn’t built in a day. Ole tried to do just that with the fitness… https://t.co/9O83QqT4zp",1185315450001022979,139,2019-10-18 22:03:20,Twitter for iPhone,0,0,0.0,0.0
@BassemElkhatee1 @bayernismus They’re on par. Mahrez has been City’s best player this season after De Bryune. He’s… https://t.co/VPWaNob4Ri,1185309935770451970,139,2019-10-18 21:41:25,Twitter for iPhone,1,0,1.0,0.3
@ScoutedFtbl Playing against 9 men helps 😁,1185307915835641856,42,2019-10-18 21:33:23,Twitter for iPhone,1,0,0.0,0.0
"@ManuelVeth @IntChampionsCup So would I, especially after Kovač said that starting the two together would be too of… https://t.co/NAlmJzK35Z",1185307802576867329,140,2019-10-18 21:32:56,Twitter for iPhone,0,0,0.0,0.55
@BassemElkhatee1 @bayernismus Sané/Mahrez over Gnabry and you’re set,1185307069395755010,68,2019-10-18 21:30:01,Twitter for iPhone,3,0,0.0,0.0
@ManuelVeth @IntChampionsCup you were*,1185305726123569152,38,2019-10-18 21:24:41,Twitter for iPhone,0,0,0.0,0.0
@ManuelVeth @IntChampionsCup Ok. It’s just that we’re quoting a tweet based on a Bild article so naturally I though… https://t.co/vfQC5oE1F7,1185305119610621957,140,2019-10-18 21:22:17,Twitter for iPhone,0,0,0.3,0.45
@xJodokus Most relatable meme I’ve seen the entire week.,1185303599292833802,56,2019-10-18 21:16:14,Twitter for iPhone,2,0,0.25,0.56
"@ManuelVeth @IntChampionsCup &gt; Another start for Coutinho over Thomas Müller
But Bild reported that Müller will mos… https://t.co/fa4ArKtkPK",1185303105044393991,143,2019-10-18 21:14:16,Twitter for iPhone,0,0,0.0,0.0
@BaguetteSZN @Luka_Leferink 3 good years of Coutinho &gt;&gt;&gt; 10 mediocre years of Havertzy,1185302718778400770,95,2019-10-18 21:12:44,Twitter for iPhone,0,0,0.1,0.8
@BaguetteSZN @Luka_Leferink With Eriksen I agree. Havertz for 120m would be a massive waste of resources. He just isn’t worth it.,1185302562414694411,129,2019-10-18 21:12:07,Twitter for iPhone,0,0,0.03,0.37
@BaguetteSZN @Luka_Leferink If he can deliver 3 years of good performances it’s a worth while investment.,1185298585304358917,105,2019-10-18 20:56:19,Twitter for iPhone,1,0,0.5,0.35
@rramesss Any chance that you could check this for the Bundesliga? My guess would be that Timo Werner is the leader.,1185294116395073536,116,2019-10-18 20:38:33,Twitter for iPhone,0,0,0.0,0.0
A certain English striker unpopular in some parts of Chelsea twitter is exceptionally good at this. https://t.co/G5StL1RVZ8,1185293682674679808,123,2019-10-18 20:36:50,Twitter for iPhone,1,0,0.3,0.39
@Sam_anne_tha @LightsOut_3 @faith_jackson13 @brecheron @drownednsadness But props to you for admitting that I might have a point 👍🏻,1185289135411609602,131,2019-10-18 20:18:46,Twitter for iPhone,0,0,0.0,0.0
@Sam_anne_tha @LightsOut_3 @faith_jackson13 @brecheron @drownednsadness &gt;I don’t think it’s fair to say a rectangle… https://t.co/QrUnkKb2Av,1185288698298019844,143,2019-10-18 20:17:01,Twitter for iPhone,0,0,0.7,0.9
@LeoulPrince @Frenkiesque Then you’re in accordance with me because the guy I was arguing with claimed that rectang… https://t.co/nRMlmzN7Y8,1185286847649538053,140,2019-10-18 20:09:40,Twitter for iPhone,1,0,0.0,0.0
@faith_jackson13 @wilgh0st @cayliebabyy @drownednsadness What the hell are you saying? You’re the one not getting i… https://t.co/hBFyCmPcYq,1185286089067716608,140,2019-10-18 20:06:39,Twitter for iPhone,0,0,0.0,0.0
@LeoulPrince @Frenkiesque What no? You disagree with the statement that rectangles can be squares?,1185284011121397763,98,2019-10-18 19:58:24,Twitter for iPhone,1,0,0.0,0.0
"@Frenkiesque A square is a special type of rectangle just like an apple is a type of fruit, hence his statement a r… https://t.co/eEEnpQakHn",1185282898183774208,140,2019-10-18 19:53:59,Twitter for iPhone,0,0,0.36,0.57
@wilgh0st @cayliebabyy @faith_jackson13 @drownednsadness If you go by the American sense where turtle describes the… https://t.co/g14dl2PB4P,1185282415176159239,140,2019-10-18 19:52:03,Twitter for iPhone,0,0,0.0,0.0
@Frenkiesque https://t.co/yTQZlLJZEk,1185282105284218881,36,2019-10-18 19:50:50,Twitter for iPhone,0,0,0.0,0.0
"@Frenkiesque So you agree with the statement 
“A fruit can’t be an apple”?",1185281568052527105,74,2019-10-18 19:48:41,Twitter for iPhone,1,0,0.0,0.0
@Frenkiesque I know this. But he said that a rectangle can never be a square which is obviously wrong because a rec… https://t.co/KLHZjQypwG,1185281233200259075,140,2019-10-18 19:47:22,Twitter for iPhone,0,0,-0.5,0.9
If A can be B then B can be A because otherwise A couldn’t be B and I don’t know why this guy is arguing against this.,1185280537012899840,118,2019-10-18 19:44:36,Twitter for iPhone,0,0,0.0,0.0
“A square can be a rectangle but a rectangle can’t be a square” https://t.co/KLy6gxnX2r https://t.co/CkBiazw2Qy,1185279421424586752,111,2019-10-18 19:40:10,Twitter for iPhone,4,0,0.0,0.0
"@LightsOut_3 @faith_jackson13 @brecheron @drownednsadness As a square meets all of these criteria, a rectangle CAN… https://t.co/cnALu8a3m1",1185277030625173505,139,2019-10-18 19:30:40,Twitter for iPhone,0,0,0.0,0.0
"@LightsOut_3 @faith_jackson13 @brecheron @drownednsadness Mathematical definition of a rectangle:
“A 4-sided flat s… https://t.co/4DcqmfWVIV",1185276593930940418,140,2019-10-18 19:28:56,Twitter for iPhone,0,0,-0.01,0.06
@wilgh0st @cayliebabyy @faith_jackson13 @drownednsadness If you go by the British sense you’d be correct but as her… https://t.co/1BLDnQc4J5,1185276139041968129,140,2019-10-18 19:27:07,Twitter for iPhone,0,0,0.0,0.0
@wilgh0st @cayliebabyy @faith_jackson13 @drownednsadness wrong. Here’s a venn Diagramm to visualise that. To use a… https://t.co/Jzd0j6J4qT,1185275374428721154,139,2019-10-18 19:24:05,Twitter for iPhone,0,0,-0.5,0.9
@wilgh0st @cayliebabyy @faith_jackson13 @drownednsadness Are you British? Because in British English you’d be corre… https://t.co/mQSuXSlsVF,1185274707349835777,140,2019-10-18 19:21:26,Twitter for iPhone,0,0,0.0,0.0
"@wilgh0st @cayliebabyy @faith_jackson13 @drownednsadness Where did I say that you can do that? But, if a turtle is… https://t.co/RY868py9am",1185269817282060288,139,2019-10-18 19:02:00,Twitter for iPhone,0,0,0.0,0.0
"@cayliebabyy @notliukang @faith_jackson13 @drownednsadness Of course I get this. What makes you think I don’t?
To u… https://t.co/0dxgr6XkBZ",1185269091008991233,140,2019-10-18 18:59:07,Twitter for iPhone,0,0,0.0,0.0
@cayliebabyy @notliukang @faith_jackson13 @drownednsadness Then why would you tweet this? https://t.co/zr0BGXzzgF,1185267159892709376,113,2019-10-18 18:51:26,Twitter for iPhone,1,0,0.0,0.0
@wilgh0st @cayliebabyy @faith_jackson13 @drownednsadness Or do you agree with the statement that turtles can’t be t… https://t.co/bfRq3QEw3P,1185266895135662080,140,2019-10-18 18:50:23,Twitter for iPhone,0,0,0.0,0.0
@wilgh0st @cayliebabyy @faith_jackson13 @drownednsadness I get that and because I get that I know that this tweet w… https://t.co/9UigEtVEvC,1185266624166805507,140,2019-10-18 18:49:19,Twitter for iPhone,0,0,0.0,0.0
"@cayliebabyy just for the record, have you noticed by now that this tweet is wrong? https://t.co/YedqEfAMCO",1185263984372604931,107,2019-10-18 18:38:49,Twitter for iPhone,0,0,-0.5,0.9
@legende2501 @AnonoFootball I would disagree with that. I think Liverpool’s great defence is to a large degree a re… https://t.co/O51V1mp6WT,1185263324273041409,140,2019-10-18 18:36:12,Twitter for iPhone,0,0,0.51,0.59
@cayliebabyy @faith_jackson13 @drownednsadness Lol you’re telling me that I don’t get the your tweet when it was yo… https://t.co/yfU6AoEDyL,1185263039785910273,140,2019-10-18 18:35:04,Twitter for iPhone,0,0,0.8,0.7
@cayliebabyy @faith_jackson13 @drownednsadness I argued with you because you made a wrong statement. You literally… https://t.co/3SJ0YgujJc,1185262125347938305,139,2019-10-18 18:31:26,Twitter for iPhone,1,0,-0.5,0.9
@LightsOut_3 @faith_jackson13 @brecheron @drownednsadness Are you fucking dumb? If a square fits the definition and… https://t.co/zugx0GnNsV,1185261390212284422,140,2019-10-18 18:28:31,Twitter for iPhone,0,0,-0.38,0.5
@uniqufootball @saeedjuventino @FTalentScout Relative to other strikers Icardi is better than Sergio Roberto is rel… https://t.co/EJz93UBS7l,1185260494703202307,140,2019-10-18 18:24:57,Twitter for iPhone,5,0,0.12,0.29
"@legende2501 @AnonoFootball As a manager you have to balance defence and attack, Man United are extremely shifted t… https://t.co/CkOCsonm9e",1185260039931609089,140,2019-10-18 18:23:09,Twitter for iPhone,0,0,-0.12,1.0
"@legende2501 @AnonoFootball I’m a supporter of Bayern, not fucking Manchester United. You are unable to get my poin… https://t.co/DsaCwePj0S",1185259568068210688,140,2019-10-18 18:21:16,Twitter for iPhone,0,0,-0.1,0.65
@misterbayern_ @EASPORTSFIFA The guy seriously values Coman &gt; Sané lmao,1185259040340926469,74,2019-10-18 18:19:10,Twitter for iPhone,5,0,0.13,0.83
@legende2501 @AnonoFootball Liverpool’s obviously. Man United ‘buy’ their good defence with a bad attack which matt… https://t.co/n6rJ8K9yNx,1185258772740091906,140,2019-10-18 18:18:07,Twitter for iPhone,0,0,0.0,0.59
@legende2501 @AnonoFootball Which is why I tried to explain to you that Liverpool’s attack in fact isn’t better tha… https://t.co/2hVK7ereOm,1185257682955055104,140,2019-10-18 18:13:47,Twitter for iPhone,0,0,0.5,0.5
@iMiaSanMia @kessler_philipp So could Davies and he was still fined?,1185257442399195140,68,2019-10-18 18:12:49,Twitter for iPhone,6,0,0.0,0.0
@cayliebabyy @faith_jackson13 @drownednsadness “no tortoises live on land but still are classified as turtles” —&gt; t… https://t.co/ImBZPoTvtV,1185257136978386944,143,2019-10-18 18:11:37,Twitter for iPhone,0,1,0.14,0.5
@LightsOut_3 @faith_jackson13 @brecheron @drownednsadness &gt; a square can be a rectangle but a rectangle can’t be a… https://t.co/AdwgihhVab,1185255065721999362,142,2019-10-18 18:03:23,Twitter for iPhone,0,0,0.0,0.0
@cayliebabyy @faith_jackson13 @drownednsadness How does this make sense? If a tortoise can be a turtle then a turtle can be a tortoise..,1185254318393450503,136,2019-10-18 18:00:25,Twitter for iPhone,0,0,0.0,0.0
@BaguetteSZN @Luka_Leferink I’m pro Müller and pro Coutinho(if the price &lt;= 80m ) as well.,1185241532489752577,93,2019-10-18 17:09:36,Twitter for iPhone,0,0,0.0,0.0
"One of my favourite goals of Lewandowski. Actually thought that we could win the tie after that.
The ability to cre… https://t.co/ihChanXq9h",1185240412551811072,140,2019-10-18 17:05:09,Twitter for iPhone,37,3,0.4,0.25
@marceloholic @AshwinRaman_ Hybrid. Played some games in midfield this season and some games as a right back.,1185237229909790722,109,2019-10-18 16:52:30,Twitter for iPhone,0,0,0.14,0.27
@AshwinRaman_ Why have you chosen TAA over Kimmich?,1185217665843023873,51,2019-10-18 15:34:46,Twitter for iPhone,4,0,0.0,0.0
@Slimesteiger You need to teach them some Swabian efficiency,1185212289106006017,60,2019-10-18 15:13:24,Twitter for iPhone,1,0,0.0,0.0
@legende2501 @AnonoFootball Just an advice for the future. People who say Liverpool aren’t the best at something =/… https://t.co/Mc6KvUxRFm,1185201445798404096,140,2019-10-18 14:30:19,Twitter for iPhone,0,0,0.5,0.21
"@legende2501 @AnonoFootball Team with the best defence =/= team with the most points. 
The league table suggests ex… https://t.co/UMRJ4bKXXl",1185200411197792258,140,2019-10-18 14:26:12,Twitter for iPhone,0,0,0.75,0.4
@legende2501 @AnonoFootball You don't think united have the best defence in the league?,1185185690390319105,87,2019-10-18 13:27:42,Twitter Web App,1,0,1.0,0.3
@timothymr @bayernismus so losing would hardly be comparable but still I don't get how you can think this statement… https://t.co/gJGxVqiZmE,1185184580258729984,140,2019-10-18 13:23:18,Twitter Web App,0,0,-0.29,0.54
@timothymr @bayernismus *after already having won the league playing our academy,1185182418019467264,80,2019-10-18 13:14:42,Twitter Web App,5,0,0.0,0.0
@iMiaSanMia So Sky thinks Müller is a better right winger than Coutinho is a left winger?,1185179713192579073,89,2019-10-18 13:03:57,Twitter Web App,0,0,0.26,0.35
"@BalgaFCB @Lahmisch He plays in the Premier League, the most physical league in the world!!!!!!!",1185178287410204673,96,2019-10-18 12:58:17,Twitter Web App,1,0,0.25,0.32
"@30SECVlDEOS @poculumwinecup lol a friend of mine does the same every time he sprints, squats or benches. it's too funny.",1185176462061703169,121,2019-10-18 12:51:02,Twitter Web App,0,0,0.35,0.61
@ftbl_george This is a positive you know. The ability to get yourself into prime scoring positions while playing as… https://t.co/UoPcUXRjfN,1185175164654440448,140,2019-10-18 12:45:53,Twitter Web App,0,0,0.23,0.55
@ThatMunichNight Because it shows his Man United mindset!,1185174302188027906,57,2019-10-18 12:42:27,Twitter Web App,0,0,0.0,0.0
@MarkOHaire @poculumwinecup Shots on target are a much better indicator of performance than shots in the box. The c… https://t.co/2ZsaQuiJ8i,1185173460043087872,140,2019-10-18 12:39:06,Twitter Web App,1,0,0.5,0.5
@floninhooo How was Busquets that unusual? H was a tall physical player who did the dirty work behind Iniesta and X… https://t.co/tbm3HGs2nE,1185172624206434304,140,2019-10-18 12:35:47,Twitter Web App,0,0,-0.2,0.66
@fabianphx @Adroit_Cadet I know he is to a certain extent.  Still can't stand the fact of foreigners talking bad ab… https://t.co/l6R96YzPdl,1185171808779194370,140,2019-10-18 12:32:33,Twitter Web App,0,0,-0.24,0.62
RT @AlbertOrtegaES1: Ousmane Dembélé -junto a Gerard Piqué- no irá a entrenar mañana con el Barça puesto que está a favor de la huelga inde…,1185169981266432000,140,2019-10-18 12:25:17,Twitter Web App,0,3528,0.0,0.0
@legende2501 @AnonoFootball bad thing at all as the amount of chances they create fewer is not proportional with th… https://t.co/BT2ZNHawmM,1185166235421630464,140,2019-10-18 12:10:24,Twitter Web App,0,0,-0.7,0.67
"@legende2501 @AnonoFootball The players itself aren't overrated, the offensive  as a whole is, mainly because peopl… https://t.co/8XtPlUiN6Z",1185166208741658625,140,2019-10-18 12:10:18,Twitter Web App,1,0,0.18,0.37
"@TheFramePlays Ah grad gesehen dass du aus Berlin kommst. Da mit Sicherheit, ja.",1184985982216617984,80,2019-10-18 00:14:08,Twitter for iPhone,1,0,0.0,0.0
